#CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification
CSS160207:125515+000600,193.81457,0.09994,20160207.5,14.16,1602071010694101813,yes,10181,no,2016-07-14,10181,yes,SN (ASASSN) 2016X
CSS140307:125523+144539,193.84533,14.76087,20140307.45,19.48,1403071150674109317,yes,10931,no,2016-07-13,10931,yes,"AGN SDSS mag 20,7"
CSS130605:125551+303044,193.9607,30.51223,20130605.28,18.53,1306051290614132849,yes,13284,no,2016-07-11,13284,yes,"SN 2013co (TNTS) SDSS mag 19,8"
CSS110310:125619+344946,194.078,34.82955,20110310.48,19.63,1103101350584115193,yes,11519,yes,2016-06-16,11519,yes,"AGN SDSS mag 20,3"
CSS160327:125623+154123,194.09671,15.68983,20160327.39,13.44,1603271150674120069,yes,12006,no,2016-07-13,12006,yes,HPM LHS_343
CSS140103:125623+154126,194.09707,15.6906,20140103.49,13.3,1401031150674125979,yes,12597,no,2016-07-13,12597,yes,HPM LHS_343
CSS120226:125637+263643,194.15471,26.61202,20120226.5,13.54,1202261260634124245,yes,12424,no,2016-07-11,12424,yes,CV GO_Com
CSS100216:125700-173735,194.24843,-17.62652,20100216.48,17.51,1002160180674139127,no,13912,no,2016-05-08,13912,yes,"SN 2010az 2MASX_J12565990-1737484 mag 15 z=0,044"
CSS130512:125701+062050,194.25408,6.34725,20130512.22,18.73,1305121070694115570,yes,11557,yes,2016-07-13,11557,yes,"SN SDSS mag 20,8"
CSS130505:125710+395426,194.28992,39.90724,20130505.17,19.12,1305051400544106365,yes,10636,no,2016-05-26,10636,yes,"AGN SDSS mag 20,5"
CSS140622:125750+375952,194.45799,37.99764,20140622.28,14.28,1406221380564116390,yes,11639,no,2016-06-16,11639,yes,HPM LHS_2655
CSS150118:125757+322930,194.48848,32.49155,20150118.36,17.27,1501181320604119409,yes,11940,no,2016-04-26,11940,yes,Blazar B2_1255+32
CSS150119:125801+035333,194.50433,3.89261,20150119.52,18.26,1501191040704118187,yes,11818,no,2016-06-05,11818,yes,"SN (spec) SDSS mag 21,4"
CSS120113:125809+351943,194.53884,35.32872,20120113.49,16.78,1201131350584118676,yes,11867,yes,2016-06-16,11867,yes,"AGN SDSS mag 18,3"
CSS130609:125824+473558,194.60106,47.59933,20130609.28,19.28,1306091460494140247,yes,14024,no,2016-07-10,14024,yes,"AGN SDSS mag 21,0"
CSS160316:125832+625635,194.6351,62.94302,20160316.48,18.91,1603161630334112814,yes,11281,no,2016-07-10,11281,yes,HPM WISE_J125832
CSS130419:125840+654716,194.66705,65.78785,20130419.36,18.96,1304191660304112684,yes,11268,no,2016-07-10,11268,yes,SN (spec) SDSS mag >22
CSS160213:125849+004931,194.7044,0.82518,20160213.47,19.07,1602131010704111889,yes,11188,no,2016-07-07,11188,yes,"SN SDSS mag 21,0"
CSS080608:125851+242257,194.71062,24.38262,20080608.25,18.47,806081230644120410,yes,20410,yes,2016-07-11,20410,no,"SN 2008dg MAPS-NGP_O_379_0244547 SDSS mag 17,5"
CSS120424:125906+242634,194.77408,24.44289,20120424.25,17.19,1204241230644129791,yes,12979,no,2016-07-11,12979,yes,"CV SDSS mag 21,2"
CSS130404:125915+281931,194.81137,28.3252,20130404.3,19.06,1304041290624102229,yes,10222,yes,2016-07-11,10222,yes,"SN SDSS mag 21,1"
CSS090319:125916+271641,194.81604,27.27813,20090319.36,19.31,903191260634131146,yes,31146,yes,2016-07-11,31146,no,"SN 2009cb SDSS mag 21,7 gal"
CSS100317:125924+275948,194.85005,27.99654,20100317.4,16.2,1003171260634141181,yes,14118,no,2016-07-11,14118,yes,"SN (2010ai; ROTSE/Itagaki) mag 16,9 COMA"
CSS150413:125947+380933,194.94394,38.15921,20150413.32,19.35,1504131380564121920,yes,12192,no,2016-06-16,12192,yes,"SN SDSS mag 21,0"
CSS100405:125956+032434,194.9842,3.40932,20100405.35,17.73,1004051040704109194,yes,10919,yes,2016-06-05,10919,yes,"AGN SDSS_J125956,21+032433,0 z=0,745"
CSS150512:125957+454841,194.98664,45.81134,20150512.27,19.74,1505121460494109093,yes,10909,no,2016-07-10,10909,yes,"SN SDSS mag 20,8"
CSS090417:130024-071747,195.10157,-7.29638,20090417.26,18.62,904170070694221487,no,21487,yes,2016-06-05,21487,no,CV mag 22 obj
CSS080702:130030+115101,195.12633,11.85039,20080702.2,13.88,807021120694107355,yes,7355,yes,2016-07-13,7355,no,"CV SDSS mag 19,8"
CSS100505:130031+414444,195.13097,41.74567,20100505.32,18.26,1005051400544133814,yes,13381,yes,2016-05-26,13381,yes,"SN 2010cx SDSS mag 21,2"
CSS090102:130037+175057,195.15622,17.84918,20090102.49,18.81,901021180674115321,yes,15321,yes,2016-07-13,15321,no,"SN 2009de SDSS mag >22,5"
CSS160203:130042+191214,195.17316,19.20384,20160203.53,17.27,1602031180674132422,yes,13242,no,2016-07-13,13242,yes,HPM 2MASS_J13004
CSS140326:130042+191217,195.17393,19.20462,20140326.24,17.37,1403261180674133158,yes,13315,no,2016-07-13,13315,yes,HPM 2MASSI_J13004
CSS110526:130042+191221,195.17442,19.20576,20110526.3,17.51,1105261180674132072,yes,13207,no,2016-07-13,13207,yes,HPM 2MASS_J13004255
CSS150418:130050+273944,195.20803,27.66234,20150418.27,18.68,1504181260634134412,yes,13441,no,2016-07-11,13441,yes,"AGN SDSS mag 21,1"
CSS120315:130057+373511,195.23838,37.58635,20120315.48,18.76,1203151380564116199,yes,11619,no,2016-06-16,11619,yes,"SN SDSS mag 20,1"
CSS160605:130101-011237,195.25584,-1.21039,20160605.24,18.87,1606050010704121629,yes,12162,no,2016-07-07,12162,yes,"SN (AT2016cpu) SDSS mag 21,1"
CSS100315:130113+013753,195.30543,1.63131,20100315.38,19.98,1003151010704126003,yes,12600,yes,2016-07-07,12600,yes,"SN gal mag 22,3"
CSS120418:130125+100602,195.35501,10.10048,20120418.35,18.97,1204181090694129660,yes,12966,no,2016-05-25,12966,yes,"Flare SDSS mag 20,0"
CSS140309:130129+251128,195.37288,25.19104,20140309.41,18.75,1403091230654132317,yes,13231,no,2016-07-11,13231,yes,SN SDSS mag >22
CSS140430:130136-052938,195.39882,-5.49391,20140430.3,16.94,1404300040704102016,no,10201,no,2016-06-05,10201,yes,"CV mag 18,5"
CSS130415:130138+462826,195.40768,46.47377,20130415.36,18.06,1304151460494122412,yes,12241,no,2016-07-10,12241,yes,"AGN SDSS mag 18,7"
CSS150411:130154-202704,195.47504,-20.45101,20150411.28,17.42,1504110210664140176,no,14017,no,2016-05-08,14017,yes,"Flare mag 18,8"
CSS120322:130213+143141,195.556,14.52818,20120322.36,18.91,1203221150684107839,yes,10783,no,2016-07-13,10783,yes,"SN SDSS mag 20,4"
CSS130609:130230+510716,195.62467,51.12121,20130609.28,18.82,1306091520454205113,yes,20511,no,2016-07-10,20511,yes,"SN SDSS mag 21,0"
CSS120618:130234+272611,195.64024,27.43648,20120618.24,16.71,1206181260644127774,yes,12777,no,2016-07-11,12777,yes,"SN 2MASX_J130235 SDSS mag 15,5"
CSS150429:130238+690252,195.65786,69.0479,20150429.28,17.36,1504291690274115660,no,11566,no,2016-06-16,11566,yes,"AGN mag 18,5"
CSS140312:130252+574838,195.71848,57.81053,20140312.47,18.52,1403121570394120173,yes,12017,no,2016-07-10,12017,yes,"Blazar BZU_J1302+5748 SDSS mag 19,6"
CSS110412:130254-040235,195.72318,-4.04319,20110412.25,18.62,1104120040704127317,no,12731,no,2016-06-05,12731,yes,SN (MLS110330) 2011bv
CSS110427:130254+495229,195.7263,49.87476,20110427.2,16.03,1104271490474133022,yes,13302,no,2016-07-10,13302,yes,"SN 2011ch SDSS mag 21,0"
CSS080329:130259+103027,195.74478,10.50751,20080329.3,17.19,803291090704132795,yes,32795,no,2016-05-25,32795,no,"SN 2008bm SDSS mag 15,7 CGCG_071-101"
CSS090517:130303+243356,195.76333,24.56559,20090517.25,16.75,905171230654131642,yes,31642,yes,2016-07-11,31642,no,"Blazar SDSS mag 19,4 CRATES J13030"
CSS130214:130304-030207,195.76567,-3.03535,20130214.48,19.77,1302140040704148345,yes,14834,no,2016-06-05,14834,yes,"SN SDSS mag 20,9"
CSS130412:130317+260315,195.82069,26.05414,20130412.23,18.04,1304121260644109524,yes,10952,no,2016-07-11,10952,yes,HPM WD_1300+263 mag 18
CSS110526:130406+200348,196.02499,20.0634,20110526.31,16.84,1105261210664103986,yes,10398,yes,2016-07-11,10398,yes,"Flare SDSS mag 19,9"
CSS130415:130408+435408,196.03519,43.90214,20130415.36,18.07,1304151430524125462,yes,12546,no,2016-07-10,12546,yes,"SN 2013bq SDSS mag 19,2"
CSS080404:130414-101913,196.0588,-10.32024,20080404.34,15.09,804040090704116510,no,16510,no,2016-07-07,16510,no,"SN 2008aw (Winslow/LOSS) mag 11,8"
CSS160529:130415-054540,196.0612,-5.76106,20160529.25,18.77,1605290070704139171,no,13917,no,2016-07-07,13917,yes,"SN mag >21,5"
CSS150615:130415+301002,196.06216,30.16726,20150615.2,18.85,1506151290624128920,yes,12892,no,2016-07-11,12892,yes,"SN (spec) SDSS mag 20,0"
CSS110524:130438+012742,196.15843,1.46169,20110524.21,18.19,1105241010704124644,yes,12464,no,2016-07-07,12464,yes,"AGN SDSS mag 19,7"
CSS090128:130440-074833,196.16532,-7.80915,20090128.39,15.7,901280070704113394,no,13394,yes,2016-07-07,13394,no,Flare star
CSS130413:130441+315257,196.17112,31.8824,20130413.27,19.08,1304131320603113558,yes,11355,no,2016-04-26,11355,yes,"SN SDSS mag 20,5"
CSS120102:130515+582855,196.3116,58.48208,20120102.51,17.32,1201021570394133935,yes,13393,no,2016-07-10,13393,yes,CV SDSS_J130514+582856
CSS090226:130548+322534,196.45055,32.4261,20090226.38,19.04,902261320614124752,yes,24752,yes,2016-07-14,24752,no,"SN SDSS mag 21,2 gal"
CSS140103:130555+112833,196.47895,11.47578,20140103.49,18.59,1401031120694103642,yes,10364,no,2016-07-13,10364,yes,"SN (spec) SDSS mag 21,0"
CSS130620:130639+262815,196.66096,26.4709,20130620.22,18.26,1306201260644112940,yes,11294,no,2016-07-11,11294,yes,"AGN SDSS mag 19,4"
CSS130503:130650+153433,196.71019,15.57571,20130503.24,17.99,1305031150684122609,yes,12260,no,2016-07-13,12260,yes,"SN (spec) SDSS mag 19,9"
CSS080206:130745+060805,196.93602,6.13471,20080206.43,19.63,802061070704106575,yes,6575,no,2016-06-06,6575,no,"SN SDSS mag 22,0"
CSS120304:130755-202628,196.97973,-20.44116,20120304.41,15.34,1203040210674137242,no,13724,no,2016-05-08,13724,yes,"CV mag 17,5"
CSS140325:130811-161821,197.0462,-16.30584,20140325.43,18.97,1403250150684110750,no,11075,no,2016-06-05,11075,yes,"SN mag > 21,5"
CSS160203:130822+130352,197.08964,13.06448,20160203.49,18.83,1602031120694124466,yes,12446,no,2016-07-13,12446,yes,"SN 2MASSX_13082 SDSS mag 14,9"
CSS090421:130824+354638,197.09868,35.77712,20090421.23,17.87,904211350594134822,yes,34822,yes,2016-07-14,34822,no,Blazar CLASS J1308+3546
CSS160506:130859+435756,197.24744,43.96559,20160506.22,17.5,1605061430534126099,yes,12609,no,2016-07-10,12609,yes,"Flare SDSS mag 21,0"
CSS100112:130905+170422,197.27185,17.07286,20100112.5,16.6,1001121180684103058,yes,10305,yes,2016-07-15,10305,yes,"SN 2010N SDSS mag 19,2 gal"
CSS150220:131001+222955,197.50336,22.49854,20150220.4,13.35,1502201210674137261,yes,13726,no,2016-07-15,13726,yes,HPM LHS_347
CSS140330:131009+054524,197.53702,5.75668,20140330.35,19.11,1403301070704102183,yes,10218,no,2016-06-06,10218,yes,"AGN SDSS mag 20,2"
CSS160212:131012+474509,197.54844,47.75253,20160212.52,13.02,1602121460504144313,yes,14431,no,2016-07-10,14431,yes,HPM LHS_2686
CSS120401:131012+474512,197.54923,47.7532,20120401.23,12.96,1204011460504139961,yes,13996,no,2016-07-10,13996,yes,HPM LHS_2686
CSS160602:131014+323114,197.5582,32.52069,20160602.31,16.42,1606021320614118438,yes,11843,no,2016-07-14,11843,yes,"SN SDSS (AT2016bdu) mag 20,9"
CSS120322:131029+322044,197.61939,32.34548,20120322.42,16.85,1203221320614122224,yes,12222,no,2016-07-14,12222,yes,Blazar AU_CVn
CSS100514:131034+455805,197.64273,45.96818,20100514.32,19.43,1005141460504111692,yes,11169,yes,2016-07-10,11169,yes,"SN SDSS mag >22,5"
CSS110408:131037+381538,197.6558,38.26059,20110408.32,19.54,1104081380574122732,yes,12273,no,2016-06-16,12273,yes,"SN SDSS mag 20,6"
CSS120313:131043-042600,197.67784,-4.43346,20120313.42,17.71,1203130040714120326,no,12032,no,2016-06-05,12032,yes,"CV mag 20,4"
CSS140425:131059+323335,197.74749,32.55962,20140425.35,17.24,1404251320614122898,yes,12289,no,2016-07-14,12289,yes,Blazar FBQS_J1310
CSS140103:131103+491535,197.7618,49.25982,20140103.47,19.28,1401031490484121978,yes,12197,no,2016-07-10,12197,yes,"AGN mag 20,3"
CSS110402:131115+543404,197.81259,54.56785,20110402.3,18.31,1104021550424114003,yes,11400,no,2016-07-10,11400,yes,SN SDSS mag >22
CSS130315:131135-042408,197.89458,-4.40227,20130315.39,18.46,1303150040714122967,no,12296,no,2016-06-05,12296,yes,"SN (spec) mag 20,5"
CSS130214:131155-041954,197.97764,-4.33155,20130214.48,19.41,1302140040714124357,no,12435,no,2016-06-05,12435,yes,Ast
CSS150317:131158-225424,197.99007,-22.90672,20150317.34,18.03,1503170230654148655,yes,14865,no,2016-05-08,14865,yes,"SN SDSS mag 20,9"
CSS150218:131222-164728,198.09083,-16.7912,20150218.49,18.13,1502180150694102882,no,10288,no,2016-06-05,10288,yes,"Flare mag 20,8"
CSS160118:131226+271115,198.10875,27.18763,20160118.54,18.56,1601181260644126337,yes,12633,no,2016-07-11,12633,yes,"SN SDSS mag 21,4"
CSS130314:131234-191956,198.14098,-19.33216,20130314.42,17.9,1303140180684107993,no,10799,no,2016-05-08,10799,yes,"AGN mag 18,7"
CSS120420:131248+315317,198.19805,31.88796,20120420.24,19.02,1204201320614114045,yes,11404,no,2016-07-14,11404,yes,"SN (MASTER) SDSS mag 20,4"
CSS100404:131251-042450,198.21185,-4.41382,20100404.36,17.19,1004040040714119969,no,11996,yes,2016-06-05,11996,yes,"Blazar CGRaBS_J1312-0424 z=0,825"
CSS130105:131252+265813,198.21863,26.97022,20130105.47,18.31,1301051260644124613,yes,12461,no,2016-07-11,12461,yes,"SN SDSS mag 20,3"
CSS160527:131331+433147,198.37811,43.52963,20160527.23,17.38,1605271430534116270,yes,11627,no,2016-07-10,11627,yes,"SN SDSS mag 18,5"
CSS110212:131404+074013,198.51686,7.67036,20110212.48,19.69,1102121070714133319,yes,13331,yes,2016-07-15,13331,yes,"SN SDSS mag 21,8"
CSS140425:131426+225509,198.60806,22.91926,20140425.33,19.28,1404251230664105361,yes,10536,no,2016-07-11,10536,yes,"AGN SDSS mag 22,1"
CSS160614:131432+444139,198.63381,44.69418,20160614.21,16.84,1606141430534127913,yes,12791,no,2016-07-10,12791,yes,"CV (SDSS_J1314) SDSS mag 15,3"
CSS160526:131442+084640,198.6763,8.77765,20160526.22,18.76,1605261090714104635,yes,10463,no,2016-07-15,10463,yes,"SN SDSS mag 21,9"
CSS150423:131453+344213,198.72043,34.70356,20150423.32,17.43,1504231350594112775,yes,11277,no,2016-07-14,11277,yes,"SN (spec) MCG+06-29-066 SDSS mag 13,9"
CSS120427:131511+531654,198.79648,53.28169,20120427.33,18.56,1204271520454138340,yes,13834,yes,2016-07-10,13834,yes,"SN SDSS mag 19,8"
CSS120317:131514+424747,198.80988,42.79636,20120317.27,17.59,1203171430534109123,yes,10912,no,2016-07-10,10912,yes,"CV SDSS mag 17,2"
CSS130614:131515-175756,198.81165,-17.96542,20130614.2,14.49,1306140180684124826,no,12482,no,2016-05-08,12482,yes,"SN 2013cs (Howerton) mag 14,7"
CSS150313:131516+142517,198.81562,14.42148,20150313.35,19.41,1503131150694104786,yes,10478,no,2016-07-15,10478,yes,"AGN SDSS mag 19,5"
CSS090319:131518+301152,198.82603,30.19768,20090319.35,19.89,903191290634132782,yes,32782,yes,2016-07-11,32782,no,"AGN SDSS mag 21,3 gal"
CSS130518:131529-130802,198.87068,-13.13402,20130518.25,17.88,1305180120704115127,no,11512,no,2016-06-05,11512,yes,"SN mag 19,5"
CSS130108:131536-045336,198.89806,-4.89343,20130108.5,18.68,1301080040714113582,no,11358,yes,2016-06-05,11358,yes,CV mag >21
CSS160212:131551+153810,198.96197,15.63605,20160212.48,18.39,1602121150694122759,yes,12275,no,2016-07-15,12275,yes,SN SDSS mag 22
CSS100213:131553-073302,198.9706,-7.55048,20100213.51,16.46,1002130070714113393,no,11339,yes,2016-07-06,11339,yes,Blazar mag 18
CSS080427:131626-151313,199.10699,-15.22041,20080427.23,16.91,804270150694124657,no,24657,yes,2016-06-05,24657,no,CV PQ 20 mag star
CSS090322:131635+172543,199.14652,17.42865,20090322.28,19.56,903221180694110100,yes,10100,no,2016-07-15,10100,no,"SN SDSS mag 21,4"
CSS140424:131640-200708,199.16505,-20.11902,20140424.27,15.75,1404240210674141447,no,14144,no,2016-05-08,14144,yes,"CV mag 20,5"
CSS111224:131709+150325,199.28895,15.05694,20111224.48,18.42,1112241150694114923,yes,11492,yes,2016-07-15,11492,yes,"AGN SDSS mag 19,2"
CSS130415:131729+424430,199.37164,42.74157,20130415.36,17.58,1304151430534106204,yes,10620,no,2016-07-10,10620,yes,"SN 2013bo SDSS mag 20,1"
CSS130609:131731+572827,199.37805,57.47429,20130609.3,18.06,1306091570404118400,yes,11840,no,2016-07-10,11840,yes,"SN SDSS mag 20,0"
CSS110507:131750-025717,199.45846,-2.95464,20110507.24,19.64,1105070040714143962,yes,14396,no,2016-06-05,14396,yes,"SN SDSS mag 20,5"
CSS100320:131757+452058,199.48761,45.34937,20100320.28,19.0,1003201460504104696,yes,10469,no,2016-07-10,10469,yes,"AGN SDSS mag 21,0"
CSS140402:131802+490744,199.50994,49.12888,20140402.32,18.64,1404021490484118318,yes,11831,no,2016-07-10,11831,yes,"SN SDSS mag 20,5"
CSS100616:131808-173536,199.53376,-17.59334,20100616.23,17.66,1006160180694138373,no,13837,yes,2016-06-06,13837,yes,"Blazar mag 19,2 NVSS_J131808-173537"
CSS100319:131830+442023,199.62544,44.33969,20100319.41,18.48,1003191430534129611,yes,12961,no,2016-07-10,12961,yes,"SN 2010bz SDSS mag 19,8"
CSS130606:131837-081623,199.65279,-8.27312,20130606.24,18.32,1306060070714103061,no,10306,no,2016-07-06,10306,yes,"AGN mag 19,1"
CSS130530:131841-070443,199.67244,-7.07864,20130530.17,18.73,1305300070714118880,no,11888,no,2016-07-06,11888,yes,SN (MLS130517) mag 22
CSS120104:131903+160943,199.76178,16.16201,20120104.46,19.44,1201041150694132441,yes,13244,yes,2016-07-15,13244,yes,"SN SDSS mag 20,6"
CSS160506:131913+450511,199.80412,45.08651,20160506.22,14.06,1605061430534141311,yes,14131,no,2016-07-10,14131,yes,HPM GJ_2100
CSS110623:131919-045106,199.82968,-4.85165,20110623.2,18.29,1106230040724111069,no,11106,no,2016-07-06,11106,yes,"SN 2011ey mag 20,0"
CSS130627:132038+044614,200.15988,4.77056,20130627.18,18.03,1306271040724131721,yes,13172,no,2016-06-05,13172,yes,"SN SDSS mag 16,7"
CSS080227:132103+015329,200.26325,1.89144,20080227.43,14.15,802271010724123230,yes,23230,no,2016-06-05,23230,no,"CV SDSS mag 19,2 star"
CSS120229:132111+221612,200.29657,22.27011,20120229.39,18.02,1202291210684145534,yes,14553,yes,2016-07-15,14553,yes,"Blazar SDSS_J132111 SDSS mag 18,7"
CSS130311:132138+091006,200.40745,9.1682,20130311.49,19.73,1303111090714111154,yes,11115,no,2016-07-15,11115,yes,"SN SDSS mag 20,4"
CSS130419:132151-025156,200.46074,-2.86556,20130419.38,19.29,1304190040724142741,yes,14274,no,2016-07-06,14274,yes,"AGN SDSS mag 21,3"
CSS120227:132201+095936,200.50399,9.99322,20120227.38,20.13,1202271090714128401,yes,12840,no,2016-07-15,12840,yes,"AGN SDSS mag 21,1"
CSS110225:132210+285258,200.54172,28.88286,20110225.52,19.36,1102251290634109720,yes,10972,no,2016-07-11,10972,yes,"SN SDSS mag 21,0"
CSS140624:132220-060618,200.58374,-6.1049,20140624.22,16.44,1406240070714132883,no,13288,no,2016-07-06,13288,yes,"Blazar (spec) mag 19,5"
CSS130606:132221-075827,200.5855,-7.97425,20130606.24,18.83,1306060070714107287,no,10728,no,2016-07-06,10728,yes,"AGN mag 20,0"
CSS110309:132244-161725,200.68175,-16.29014,20110309.41,17.76,1103090150704112168,no,11216,yes,2016-06-05,11216,yes,"Blazar mag 18,8"
CSS150220:132256+242750,200.73366,24.46401,20150220.4,13.04,1502201230664120626,yes,12062,no,2016-07-11,12062,yes,HPM LHS_350
CSS160428:132307+523857,200.78014,52.64905,20160428.35,17.41,1604281520464123115,yes,12311,no,2016-07-10,12311,yes,"SN SDSS mag 20,0"
CSS110427:132319+451053,200.83124,45.1814,20110427.23,15.39,1104271460514101819,yes,10181,no,2016-07-10,10181,yes,"Var SDSS mag 15,6"
CSS130603:132320+101126,200.83307,10.19059,20130603.25,19.26,1306031090714124701,yes,12470,no,2016-07-15,12470,yes,"SN SDSS mag 20,6"
CSS121208:132331+115006,200.87725,11.83495,20121208.51,18.66,1212081120714110802,yes,11080,no,2016-07-15,11080,yes,"AGN SDSS mag 19,8"
CSS140327:132331+150338,200.8778,15.0606,20140327.36,19.25,1403271150704114454,yes,11445,no,2016-07-15,11445,yes,"SN SDSS mag 21,8"
CSS130413:132351+301436,200.96375,30.24344,20130413.27,18.19,1304131290643133214,yes,13321,no,2016-07-14,13321,yes,HPM 2MASSI_J13235
CSS100616:132357-193951,200.98876,-19.66406,20100616.23,16.74,1006160180694102054,no,10205,no,2016-06-06,10205,yes,SN mag 21
CSS140522:132405+083244,201.01967,8.54542,20140522.2,19.81,1405221090714101333,yes,10133,no,2016-07-15,10133,yes,"AGN SDSS mag 21,3"
CSS130612:132410+172251,201.04126,17.38096,20130612.19,16.71,1306121180694108085,yes,10808,no,2016-07-15,10808,yes,"SN SDSS mag 18,3"
CSS120427:132429+474321,201.12236,47.72252,20120427.32,18.46,1204271460514140946,yes,14094,yes,2016-07-10,14094,yes,"Blazar (PS1) SDSS mag 20,8"
CSS090418:132440+163405,201.16727,16.56819,20090418.39,19.45,904181150704138196,yes,38196,no,2016-07-15,38196,no,SN 2009dv SDSS mag >22
CSS090430:132452-205612,201.21848,-20.93679,20090430.26,16.75,904300210684132142,no,32142,yes,2016-06-06,32142,no,SN (SSS) mag 20 red
CSS110212:132522+060028,201.34295,6.00785,20110212.48,13.71,1102121070724106436,yes,10643,yes,2016-07-15,10643,yes,Var
CSS130108:132530-082009,201.37442,-8.33589,20130108.52,14.31,1301080070724103395,no,10339,no,2016-07-06,10339,yes,"CV mag 18,9"
CSS090102:132536+210037,201.40007,21.01027,20090102.49,17.0,901021210684119508,yes,19508,yes,2016-07-15,19508,no,"CV mag 20,4"
CSS140606:132539+255734,201.41189,25.95942,20140606.28,17.07,1406061260654106893,yes,10689,no,2016-07-11,10689,yes,"SN (TNTS) SDSS mag 19,4"
CSS080313:132600-020027,201.49871,-2.00752,20080313.36,18.59,803130010724112837,yes,12837,yes,2016-07-06,12837,no,"SN SDSS mag 22,0 mag red"
CSS140321:132607+170827,201.52721,17.14076,20140321.41,17.91,1403211180694103025,yes,10302,no,2016-07-15,10302,yes,"SN SDSS mag 21,5"
CSS150527:132613+394712,201.55225,39.78661,20150527.21,17.09,1505271400564103869,yes,10386,no,2016-06-13,10386,yes,"SN SDSS mag 20,0"
CSS140103:132615+160238,201.56116,16.04377,20140103.52,19.3,1401031150704133074,yes,13307,no,2016-07-15,13307,yes,"SN (spec) SDSS mag 20,6"
CSS080505:132627-093120,201.61252,-9.5222,20080505.27,18.85,805050090724128903,no,28903,no,2016-07-06,28903,no,SN (MLS) mag >22
CSS120413:132702-014513,201.75852,-1.75353,20120413.31,18.2,1204130010724117396,yes,11739,yes,2016-07-06,11739,yes,"SN SDSS mag 20,7"
CSS110309:132708+282620,201.78492,28.43881,20110309.39,20.29,1103091290644104724,yes,10472,yes,2016-07-14,10472,yes,SN SDSS mag >22
CSS130316:132713+123251,201.80222,12.5476,20130316.42,19.57,1303161120714122052,yes,12205,no,2016-07-15,12205,yes,"AGN SDSS mag 20,9"
CSS141227:132741-111252,201.92109,-11.21433,20141227.53,16.45,1412270090724102435,no,10243,no,2016-07-06,10243,yes,"SN (spec) mag 18,0"
CSS160617:132741+220800,201.92153,22.13333,20160617.26,18.27,1606171210684127504,yes,12750,no,2016-07-15,12750,yes,"CV SDSS mag 21,3"
CSS080404:132747-193026,201.94477,-19.50736,20080404.37,19.44,804040180704103415,no,3415,no,2016-06-06,3415,no,Var 20 mag CSS
CSS150520:132803+085623,202.01334,8.93967,20150520.26,19.89,1505201090724107181,yes,10718,no,2016-07-15,10718,yes,"SN SDSS mag 20,4"
CSS150411:132822-123835,202.0906,-12.64307,20150411.37,18.25,1504110120714124301,no,12430,no,2016-06-05,12430,yes,HPM
CSS080429:132846+251644,202.19363,25.27894,20080429.25,18.57,804291230674139537,yes,39537,yes,2016-07-15,39537,no,"SN SDSS mag 21,2 gal?"
CSS160315:132848+203317,202.20166,20.55464,20160315.34,19.13,1603151210684110893,yes,11089,no,2016-07-15,11089,yes,CV mag 22
CSS100413:132854+174318,202.22671,17.72172,20100413.3,19.16,1004131180704112066,yes,11206,yes,2016-07-15,11206,yes,"Blazar CRATES_J1328+1743 SDSS mag 20,8"
CSS121208:132858+151559,202.24375,15.2663,20121208.51,19.83,1212081150704122264,yes,12226,no,2016-07-15,12226,yes,"AGN SDSS mag 21,2"
CSS130412:132908+264424,202.28332,26.74005,20130412.23,19.46,1304121260664120602,yes,12060,no,2016-07-14,12060,yes,"SN SDSS mag 22,2"
CSS150314:132915+151819,202.31381,15.30534,20150314.4,19.32,1503141150704117834,yes,11783,no,2016-07-15,11783,yes,"SN SDSS mag 20,4"
CSS130419:132918-121622,202.32696,-12.27287,20130419.33,16.57,1304190120714130429,no,13042,no,2016-06-05,13042,yes,CV mag 20
CSS110408:132946+254948,202.44087,25.82996,20110408.29,20.15,1104081260664107222,yes,10722,no,2016-07-14,10722,yes,"AGN SDSS mag 20,5"
CSS130612:132952+185129,202.46847,18.85798,20130612.19,19.19,1306121180704131531,yes,13153,no,2016-07-15,13153,yes,"SN SDSS mag 21,1"
CSS160429:133002-084233,202.50656,-8.70925,20160429.25,12.77,1604290090724146073,no,14607,no,2016-07-06,14607,yes,HPM Ross_476
CSS110609:133005+471011,202.52118,47.1697,20110609.24,13.18,1106091460514127317,yes,12731,no,2016-07-10,12731,yes,SN 2011dh (Reiland et al) M51
CSS160120:133012-083437,202.55197,-8.57696,20160120.54,12.5,1601200090724142448,no,14244,no,2016-07-06,14244,yes,HPM BD-07_3632
CSS160204:133015+121446,202.56117,12.24615,20160204.5,19.34,1602041120714113494,yes,11349,no,2016-07-15,11349,yes,SN SDSS mag >22
CSS140606:133031+190915,202.62726,19.15423,20140606.34,13.33,1406061180704130379,yes,13037,no,2016-07-15,13037,yes,HPM LHS_355
CSS110223:133040+343817,202.66475,34.63811,20110223.51,17.84,1102231350604110103,yes,11010,no,2016-07-14,11010,yes,"SN 2MASSX_133048 z=0,024 SDSS mag 14,4"
CSS140606:133045+324542,202.68699,32.76172,20140606.28,14.72,1406061320624120923,yes,12092,no,2016-07-14,12092,yes,"SN (iPTF14bdn) UGC_8503 mag 15,9"
